ability_score_bonuses,class,class_specific,features,index,level,prof_bonus,spellcasting,subclass,subclass_specific,url
2,&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},&{[channel_divinity_charges destroy_undead_cr] map[channel_divinity_charges:2 destroy_undead_cr:1]},[0x14000292d00],cleric-9,9,4,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:1 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/cleric/levels/9
2,&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},&{[channel_divinity_charges destroy_undead_cr] map[channel_divinity_charges:2 destroy_undead_cr:1]},[0x14000292e80],cleric-10,10,4,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/cleric/levels/10
2,&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},&{[channel_divinity_charges destroy_undead_cr] map[channel_divinity_charges:2 destroy_undead_cr:2]},[0x14000293020],cleric-11,11,4,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/cleric/levels/11
3,&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},&{[channel_divinity_charges destroy_undead_cr] map[channel_divinity_charges:2 destroy_undead_cr:2]},[0x140002931a0],cleric-12,12,4,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/cleric/levels/12
3,&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},&{[channel_divinity_charges destroy_undead_cr] map[channel_divinity_charges:2 destroy_undead_cr:2]},[],cleric-13,13,5,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/cleric/levels/13
3,&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},&{[channel_divinity_charges destroy_undead_cr] map[channel_divinity_charges:2 destroy_undead_cr:3]},[0x14000293440],cleric-14,14,5,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/cleric/levels/14
3,&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},&{[channel_divinity_charges destroy_undead_cr] map[channel_divinity_charges:2 destroy_undead_cr:3]},[],cleric-15,15,5,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:0]},,,/api/classes/cleric/levels/15
4,&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},&{[channel_divinity_charges destroy_undead_cr] map[channel_divinity_charges:2 destroy_undead_cr:3]},[0x14000293680],cleric-16,16,5,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:0]},,,/api/classes/cleric/levels/16
4,&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},&{[channel_divinity_charges destroy_undead_cr] map[channel_divinity_charges:2 destroy_undead_cr:4]},[0x140002937c0],cleric-17,17,6,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:1]},,,/api/classes/cleric/levels/17
4,&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},&{[channel_divinity_charges destroy_undead_cr] map[channel_divinity_charges:3 destroy_undead_cr:4]},[0x14000293920],cleric-18,18,6,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:3 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:1]},,,/api/classes/cleric/levels/18
5,&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},&{[channel_divinity_charges destroy_undead_cr] map[channel_divinity_charges:3 destroy_undead_cr:4]},[0x14000293a80],cleric-19,19,6,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:3 spell_slots_level_6:2 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:1]},,,/api/classes/cleric/levels/19
5,&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},&{[channel_divinity_charges destroy_undead_cr] map[channel_divinity_charges:3 destroy_undead_cr:4]},[0x14000293c00],cleric-20,20,6,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:3 spell_slots_level_6:2 spell_slots_level_7:2 spell_slots_level_8:1 spell_slots_level_9:1]},,,/api/classes/cleric/levels/20
0,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:false wild_shape_max_cr:0 wild_shape_swim:false]},[0x14000293d80 0x14000293de0],druid-1,1,2,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:2 spell_slots_level_1:2 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/druid/levels/1
0,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:false wild_shape_max_cr:0.25 wild_shape_swim:false]},[0x140002a8000 0x140002a8060],druid-2,2,2,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:2 spell_slots_level_1:3 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/druid/levels/2
0,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:false wild_shape_max_cr:0.25 wild_shape_swim:false]},[],druid-3,3,2,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:2 spell_slots_level_1:4 spell_slots_level_2:2 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/druid/levels/3
1,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:false wild_shape_max_cr:0.5 wild_shape_swim:true]},[0x140002a8300 0x140002a8360],druid-4,4,2,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:3 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/druid/levels/4
1,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:false wild_shape_max_cr:0.5 wild_shape_swim:true]},[],druid-5,5,3,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:3 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:2 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/druid/levels/5
1,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:false wild_shape_max_cr:0.5 wild_shape_swim:true]},[],druid-6,6,3,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:3 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/druid/levels/6
1,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:false wild_shape_max_cr:1 wild_shape_swim:true]},[],druid-7,7,3,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:3 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:1 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/druid/levels/7
2,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:true wild_shape_max_cr:1 wild_shape_swim:true]},[0x140002a8820 0x140002a8860],druid-8,8,3,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:3 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:2 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/druid/levels/8
2,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:true wild_shape_max_cr:1 wild_shape_swim:true]},[],druid-9,9,4,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:3 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:1 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/druid/levels/9
2,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:true wild_shape_max_cr:1 wild_shape_swim:true]},[],druid-10,10,4,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/druid/levels/10
2,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:true wild_shape_max_cr:1 wild_shape_swim:true]},[],druid-11,11,4,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/druid/levels/11
3,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:true wild_shape_max_cr:1 wild_shape_swim:true]},[0x140002a8d00],druid-12,12,4,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/druid/levels/12
3,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:true wild_shape_max_cr:1 wild_shape_swim:true]},[],druid-13,13,5,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/druid/levels/13
3,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:true wild_shape_max_cr:1 wild_shape_swim:true]},[],druid-14,14,5,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/druid/levels/14
3,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:true wild_shape_max_cr:1 wild_shape_swim:true]},[],druid-15,15,5,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:0]},,,/api/classes/druid/levels/15
4,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:true wild_shape_max_cr:1 wild_shape_swim:true]},[0x140002a9200],druid-16,16,5,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:0]},,,/api/classes/druid/levels/16
4,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:true wild_shape_max_cr:1 wild_shape_swim:true]},[],druid-17,17,6,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:1]},,,/api/classes/druid/levels/17
4,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:true wild_shape_max_cr:1 wild_shape_swim:true]},[0x140002c8200 0x140002c8240],druid-18,18,6,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:3 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:1]},,,/api/classes/druid/levels/18
5,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:true wild_shape_max_cr:1 wild_shape_swim:true]},[0x140002c83c0],druid-19,19,6,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:3 spell_slots_level_6:2 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:1]},,,/api/classes/druid/levels/19
5,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},&{[wild_shape_max_cr wild_shape_swim wild_shape_fly] map[wild_shape_fly:true wild_shape_max_cr:1 wild_shape_swim:true]},[0x140002c8520],druid-20,20,6,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:3 spell_slots_level_6:2 spell_slots_level_7:2 spell_slots_level_8:1 spell_slots_level_9:1]},,,/api/classes/druid/levels/20
0,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:0 extra_attacks:0 indomitable_uses:0]},[0x140002c8680 0x140002c86c0],fighter-1,1,2,,,,/api/classes/fighter/levels/1
0,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:1 extra_attacks:0 indomitable_uses:0]},[0x140002c8800],fighter-2,2,2,,,,/api/classes/fighter/levels/2
0,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:1 extra_attacks:0 indomitable_uses:0]},[0x140002c8920],fighter-3,3,2,,,,/api/classes/fighter/levels/3
1,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:1 extra_attacks:0 indomitable_uses:0]},[0x140002c8a60],fighter-4,4,2,,,,/api/classes/fighter/levels/4
1,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:1 extra_attacks:1 indomitable_uses:0]},[0x140002c8b80],fighter-5,5,3,,,,/api/classes/fighter/levels/5
2,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:1 extra_attacks:1 indomitable_uses:0]},[0x140002c8ca0],fighter-6,6,3,,,,/api/classes/fighter/levels/6
2,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:1 extra_attacks:1 indomitable_uses:0]},[],fighter-7,7,3,,,,/api/classes/fighter/levels/7
3,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:1 extra_attacks:1 indomitable_uses:0]},[0x140002c8e80],fighter-8,8,3,,,,/api/classes/fighter/levels/8
3,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:1 extra_attacks:1 indomitable_uses:1]},[0x140002c8fa0],fighter-9,9,4,,,,/api/classes/fighter/levels/9
3,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:1 extra_attacks:1 indomitable_uses:1]},[],fighter-10,10,4,,,,/api/classes/fighter/levels/10
3,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:1 extra_attacks:2 indomitable_uses:1]},[0x140002c9180],fighter-11,11,4,,,,/api/classes/fighter/levels/11
4,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:1 extra_attacks:2 indomitable_uses:1]},[0x140002c9280],fighter-12,12,4,,,,/api/classes/fighter/levels/12
4,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:1 extra_attacks:2 indomitable_uses:2]},[0x140002c93c0],fighter-13,13,5,,,,/api/classes/fighter/levels/13
5,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:1 extra_attacks:2 indomitable_uses:2]},[0x140002c94e0],fighter-14,14,5,,,,/api/classes/fighter/levels/14
5,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:1 extra_attacks:2 indomitable_uses:2]},[],fighter-15,15,5,,,,/api/classes/fighter/levels/15
6,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:1 extra_attacks:2 indomitable_uses:2]},[0x140002c96c0],fighter-16,16,5,,,,/api/classes/fighter/levels/16
6,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:2 extra_attacks:2 indomitable_uses:3]},[0x140002c97e0 0x140002c9820],fighter-17,17,6,,,,/api/classes/fighter/levels/17
6,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:2 extra_attacks:2 indomitable_uses:3]},[],fighter-18,18,6,,,,/api/classes/fighter/levels/18
7,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:2 extra_attacks:2 indomitable_uses:3]},[0x140002c9a00],fighter-19,19,6,,,,/api/classes/fighter/levels/19
7,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},&{[action_surges indomitable_uses extra_attacks] map[action_surges:2 extra_attacks:3 indomitable_uses:3]},[0x140002c9b00],fighter-20,20,6,,,,/api/classes/fighter/levels/20
0,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:0 martial_arts:0x140002c9ce0 unarmored_movement:0]},[0x140002c9c00 0x140002c9c40],monk-1,1,2,,,,/api/classes/monk/levels/1
0,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:2 martial_arts:0x140002a8080 unarmored_movement:10]},[0x140002c9e00 0x140002c9e40 0x140002c9ea0 0x140002c9f00 0x140002c9f40],monk-2,2,2,,,,/api/classes/monk/levels/2
0,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:3 martial_arts:0x140002a8480 unarmored_movement:10]},[0x140002a82a0 0x140002a8340],monk-3,3,2,,,,/api/classes/monk/levels/3
