class,desc,feature_specific,index,level,name,parent,prerequisites,reference,subclass,url
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[The Circle of the Land is made up of mystics and sages who safeguard ancient knowledge and rites through a vast oral tradition. These druids meet within sacred circles of trees or standing stones to whisper primal secrets in Druidic. The circle's wisest members preside as the chief priests of communities that hold to the Old Faith and serve as advisors to the rulers of those folk. As a member of this circle, your magic is influenced by the land where you were initiated into the circle's mysterious rites.]",,circle-of-the-land-grassland,2,Circle of the Land: Grassland,&{[index name url] map[index:circle-of-the-land name:Circle of the Land url:/api/features/circle-of-the-land]},[],,&{[index name url] map[index:land name:Land url:/api/subclasses/land]},/api/features/circle-of-the-land-grassland
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[The Circle of the Land is made up of mystics and sages who safeguard ancient knowledge and rites through a vast oral tradition. These druids meet within sacred circles of trees or standing stones to whisper primal secrets in Druidic. The circle's wisest members preside as the chief priests of communities that hold to the Old Faith and serve as advisors to the rulers of those folk. As a member of this circle, your magic is influenced by the land where you were initiated into the circle's mysterious rites.]",,circle-of-the-land-mountain,2,Circle of the Land: Mountain,&{[index name url] map[index:circle-of-the-land name:Circle of the Land url:/api/features/circle-of-the-land]},[],,&{[index name url] map[index:land name:Land url:/api/subclasses/land]},/api/features/circle-of-the-land-mountain
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[The Circle of the Land is made up of mystics and sages who safeguard ancient knowledge and rites through a vast oral tradition. These druids meet within sacred circles of trees or standing stones to whisper primal secrets in Druidic. The circle's wisest members preside as the chief priests of communities that hold to the Old Faith and serve as advisors to the rulers of those folk. As a member of this circle, your magic is influenced by the land where you were initiated into the circle's mysterious rites.]",,circle-of-the-land-swamp,2,Circle of the Land: Swamp,&{[index name url] map[index:circle-of-the-land name:Circle of the Land url:/api/features/circle-of-the-land]},[],,&{[index name url] map[index:land name:Land url:/api/subclasses/land]},/api/features/circle-of-the-land-swamp
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[When you choose this circle at 2nd level, you learn one additional druid cantrip of your choice.]",,bonus-cantrip,2,Bonus Cantrip,,[],,&{[index name url] map[index:land name:Land url:/api/subclasses/land]},/api/features/bonus-cantrip
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[Starting at 2nd level, you can regain some of your magical energy by sitting in meditation and communing with nature. During a short rest, you choose expended spell slots to recover. The spell slots can have a combined level that is equal to or less than half your druid level (rounded up), and none of the slots can be 6th level or higher. You can't use this feature again until you finish a long rest. For example, when you are a 4th-level druid, you can recover up to two levels worth of spell slots. You can recover either a 2nd-level slot or two 1st-level slots.]",,natural-recovery,2,Natural Recovery,,[],,&{[index name url] map[index:land name:Land url:/api/subclasses/land]},/api/features/natural-recovery
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[Your mystical connection to the land infuses you with the ability to cast certain spells. At 3rd, 5th, 7th, and 9th level you gain access to circle spells connected to the land where you became a druid. Choose that land--arctic, coast, desert, forest, grassland, mountain, or swamp--and consult the associated list of spells. Once you gain access to a circle spell, you always have it prepared, and it doesn't count against the number of spells you can prepare each day. If you gain access to a spell that doesn't appear on the druid spell list, the spell is nonetheless a druid spell for you.]",,circle-spells-1,3,Circle Spells,,[],,&{[index name url] map[index:land name:Land url:/api/subclasses/land]},/api/features/circle-spells-1
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[Starting at 2nd level, you can use your action to magically assume the shape of a beast that you have seen before. You can use this feature twice. You regain expended uses when you finish a short or long rest. Your druid level determines the beasts you can transform into, as shown in the Beast Shapes table. At 2nd level, for example, you can transform into any beast that has a challenge rating of 1/4 or lower that doesn't have a flying or swimming speed. You can stay in a beast shape for a number of hours equal to half your druid level (rounded down). You then revert to your normal form unless you expend another use of this feature. You can revert to your normal form earlier by using a bonus action on your turn. You automatically revert if you fall unconscious, drop to 0 hit points, or die. While you are transformed, the following rules apply: - Your game statistics are replaced by the statistics of the beast, but you retain your alignment, personality, and Intelligence, Wisdom, and Charisma scores. You also retain all of your skill and saving throw proficiencies, in addition to gaining those of the creature. If the creature has the same proficiency as you and the bonus in its stat block is higher than yours, use the creature's bonus instead of yours. If the creature has any legendary or lair actions, you can't use them. - When you transform, you assume the beast's hit points and Hit Dice. When you revert to your normal form, you return to the number of hit points you had before you transformed. However, if you revert as a result of dropping to 0 hit points, any excess damage carries over to your normal form. For example, if you take 10 damage in animal form and have only 1 hit point left, you revert and take 9 damage. As long as the excess damage doesn't reduce your normal form to 0 hit points, you aren't knocked unconscious. - You can't cast spells, and your ability to speak or take any action that requires hands is limited to the capabilities of your beast form. Transforming doesn't break your concentration on a spell you've already cast, however, or prevent you from taking actions that are part of a spell, such as call lightning, that you've already cast. - You retain the benefit of any features from your class, race, or other source and can use them if the new form is physically capable of doing so. However, you can't use any of your special senses, such as darkvision, unless your new form also has that sense. - You choose whether your equipment falls to the ground in your space, merges into your new form, or is worn by it. Worn equipment functions as normal, but the GM decides whether it is practical for the new form to wear a piece of equipment, based on the creature's shape and size. Your equipment doesn't change size or shape to match the new form, and any equipment that the new form can't wear must either fall to the ground or merge with it. Equipment that merges with the form has no effect until you leave the form.]",,wild-shape-cr-1-2-or-below-no-flying-speed,4,"Wild Shape (CR 1/2 or below, no flying speed)",,[],,,/api/features/wild-shape-cr-1-2-or-below-no-flying-speed
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,druid-ability-score-improvement-1,4,Ability Score Improvement,,[],,,/api/features/druid-ability-score-improvement-1
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[Your mystical connection to the land infuses you with the ability to cast certain spells. At 3rd, 5th, 7th, and 9th level you gain access to circle spells connected to the land where you became a druid. Choose that land--arctic, coast, desert, forest, grassland, mountain, or swamp--and consult the associated list of spells. Once you gain access to a circle spell, you always have it prepared, and it doesn't count against the number of spells you can prepare each day. If you gain access to a spell that doesn't appear on the druid spell list, the spell is nonetheless a druid spell for you.]",,circle-spells-2,5,Circle Spells,,[],,&{[index name url] map[index:land name:Land url:/api/subclasses/land]},/api/features/circle-spells-2
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[Starting at 6th level, moving through nonmagical difficult terrain costs you no extra movement. You can also pass through nonmagical plants without being slowed by them and without taking damage from them if they have thorns, spines, or a similar hazard. In addition, you have advantage on saving throws against plants that are magically created or manipulated to impede movement, such those created by the entangle spell.]",,druid-lands-stride,6,Land's Stride,,[],,&{[index name url] map[index:land name:Land url:/api/subclasses/land]},/api/features/druid-lands-stride
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[Your mystical connection to the land infuses you with the ability to cast certain spells. At 3rd, 5th, 7th, and 9th level you gain access to circle spells connected to the land where you became a druid. Choose that land--arctic, coast, desert, forest, grassland, mountain, or swamp--and consult the associated list of spells. Once you gain access to a circle spell, you always have it prepared, and it doesn't count against the number of spells you can prepare each day. If you gain access to a spell that doesn't appear on the druid spell list, the spell is nonetheless a druid spell for you.]",,circle-spells-3,7,Circle Spells,,[],,&{[index name url] map[index:land name:Land url:/api/subclasses/land]},/api/features/circle-spells-3
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[Starting at 2nd level, you can use your action to magically assume the shape of a beast that you have seen before. You can use this feature twice. You regain expended uses when you finish a short or long rest. Your druid level determines the beasts you can transform into, as shown in the Beast Shapes table. At 2nd level, for example, you can transform into any beast that has a challenge rating of 1/4 or lower that doesn't have a flying or swimming speed. You can stay in a beast shape for a number of hours equal to half your druid level (rounded down). You then revert to your normal form unless you expend another use of this feature. You can revert to your normal form earlier by using a bonus action on your turn. You automatically revert if you fall unconscious, drop to 0 hit points, or die. While you are transformed, the following rules apply: - Your game statistics are replaced by the statistics of the beast, but you retain your alignment, personality, and Intelligence, Wisdom, and Charisma scores. You also retain all of your skill and saving throw proficiencies, in addition to gaining those of the creature. If the creature has the same proficiency as you and the bonus in its stat block is higher than yours, use the creature's bonus instead of yours. If the creature has any legendary or lair actions, you can't use them. - When you transform, you assume the beast's hit points and Hit Dice. When you revert to your normal form, you return to the number of hit points you had before you transformed. However, if you revert as a result of dropping to 0 hit points, any excess damage carries over to your normal form. For example, if you take 10 damage in animal form and have only 1 hit point left, you revert and take 9 damage. As long as the excess damage doesn't reduce your normal form to 0 hit points, you aren't knocked unconscious. - You can't cast spells, and your ability to speak or take any action that requires hands is limited to the capabilities of your beast form. Transforming doesn't break your concentration on a spell you've already cast, however, or prevent you from taking actions that are part of a spell, such as call lightning, that you've already cast. - You retain the benefit of any features from your class, race, or other source and can use them if the new form is physically capable of doing so. However, you can't use any of your special senses, such as darkvision, unless your new form also has that sense. - You choose whether your equipment falls to the ground in your space, merges into your new form, or is worn by it. Worn equipment functions as normal, but the GM decides whether it is practical for the new form to wear a piece of equipment, based on the creature's shape and size. Your equipment doesn't change size or shape to match the new form, and any equipment that the new form can't wear must either fall to the ground or merge with it. Equipment that merges with the form has no effect until you leave the form.]",,wild-shape-cr-1-or-below,8,Wild Shape (CR 1 or below),,[],,,/api/features/wild-shape-cr-1-or-below
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,druid-ability-score-improvement-2,8,Ability Score Improvement,,[],,,/api/features/druid-ability-score-improvement-2
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[Your mystical connection to the land infuses you with the ability to cast certain spells. At 3rd, 5th, 7th, and 9th level you gain access to circle spells connected to the land where you became a druid. Choose that land--arctic, coast, desert, forest, grassland, mountain, or swamp--and consult the associated list of spells. Once you gain access to a circle spell, you always have it prepared, and it doesn't count against the number of spells you can prepare each day. If you gain access to a spell that doesn't appear on the druid spell list, the spell is nonetheless a druid spell for you.]",,circle-spells-4,9,Circle Spells,,[],,&{[index name url] map[index:land name:Land url:/api/subclasses/land]},/api/features/circle-spells-4
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[When you reach 10th level, you can't be charmed or frightened by elementals or fey, and you are immune to poison and disease.]",,natures-ward,10,Nature's Ward,,[],,&{[index name url] map[index:land name:Land url:/api/subclasses/land]},/api/features/natures-ward
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,druid-ability-score-improvement-3,12,Ability Score Improvement,,[],,,/api/features/druid-ability-score-improvement-3
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[When you reach 14th level, creatures of the natural world sense your connection to nature and become hesitant to attack you. When a beast or plant creature attacks you, that creature must make a Wisdom saving throw against your druid spell save DC. On a failed save, the creature must choose a different target, or the attack automatically misses. On a successful save, the creature is immune to this effect for 24 hours. The creature is aware of this effect before it makes its attack against you.]",,natures-sanctuary,14,Nature's Sanctuary,,[],,&{[index name url] map[index:land name:Land url:/api/subclasses/land]},/api/features/natures-sanctuary
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,druid-ability-score-improvement-4,16,Ability Score Improvement,,[],,,/api/features/druid-ability-score-improvement-4
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[Starting at 18th level, the primal magic that you wield causes you to age more slowly. For every 10 years that pass, your body ages only 1 year.]",,druid-timeless-body,18,Timeless Body,,[],,,/api/features/druid-timeless-body
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[Beginning at 18th level, you can cast many of your druid spells in any shape you assume using Wild Shape. You can perform the somatic and verbal components of a druid spell while in a beast shape, but you aren't able to provide material components.]",,beast-spells,18,Beast Spells,,[],,,/api/features/beast-spells
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,druid-ability-score-improvement-5,19,Ability Score Improvement,,[],,,/api/features/druid-ability-score-improvement-5
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[At 20th level, you can use your Wild Shape an unlimited number of times. Additionally, you can ignore the verbal and somatic components of your druid spells, as well as any material components that lack a cost and aren't consumed by a spell. You gain this benefit in both your normal shape and your beast shape from Wild Shape.]",,archdruid,20,Archdruid,,[],,,/api/features/archdruid
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[You adopt a particular style of fighting as your specialty. Choose one of the following options. You can't take a Fighting Style option more than once, even if you later get to choose again.]",&{[subfeature_options] map[subfeature_options:0x1400041c960]},fighter-fighting-style,1,Fighting Style,,[],,,/api/features/fighter-fighting-style
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},[You gain a +2 bonus to attack rolls you make with ranged weapons.],,fighter-fighting-style-archery,1,Fighting Style: Archery,&{[index name url] map[index:fighter-fighting-style name:Fighting Style url:/api/features/fighter-fighting-style]},[],,,/api/features/fighter-fighting-style-archery
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[While you are wearing armor, you gain a +1 bonus to AC.]",,fighter-fighting-style-defense,1,Fighting Style: Defense,&{[index name url] map[index:fighter-fighting-style name:Fighting Style url:/api/features/fighter-fighting-style]},[],,,/api/features/fighter-fighting-style-defense
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[When you are wielding a melee weapon in one hand and no other weapons, you gain a +2 bonus to damage rolls with that weapon.]",,fighter-fighting-style-dueling,1,Fighting Style: Dueling,&{[index name url] map[index:fighter-fighting-style name:Fighting Style url:/api/features/fighter-fighting-style]},[],,,/api/features/fighter-fighting-style-dueling
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[When you roll a 1 or 2 on a damage die for an attack you make with a melee weapon that you are wielding with two hands, you can reroll the die and must use the new roll, even if the new roll is a 1 or a 2. The weapon must have the two-handed or versatile property for you to gain this benefit.]",,fighter-fighting-style-great-weapon-fighting,1,Fighting Style: Great Weapon Fighting,&{[index name url] map[index:fighter-fighting-style name:Fighting Style url:/api/features/fighter-fighting-style]},[],,,/api/features/fighter-fighting-style-great-weapon-fighting
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[When a creature you can see attacks a target other than you that is within 5 feet of you, you can use your reaction to impose disadvantage on the attack roll. You must be wielding a shield.]",,fighter-fighting-style-protection,1,Fighting Style: Protection,&{[index name url] map[index:fighter-fighting-style name:Fighting Style url:/api/features/fighter-fighting-style]},[],,,/api/features/fighter-fighting-style-protection
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[When you engage in two-weapon fighting, you can add your ability modifier to the damage of the second attack.]",,fighter-fighting-style-two-weapon-fighting,1,Fighting Style: Two-Weapon Fighting,&{[index name url] map[index:fighter-fighting-style name:Fighting Style url:/api/features/fighter-fighting-style]},[],,,/api/features/fighter-fighting-style-two-weapon-fighting
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[You have a limited well of stamina that you can draw on to protect yourself from harm. On your turn, you can use a bonus action to regain hit points equal to 1d10 + your fighter level. Once you use this feature, you must finish a short or long rest before you can use it again.]",,second-wind,1,Second Wind,,[],,,/api/features/second-wind
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[Starting at 2nd level, you can push yourself beyond your normal limits for a moment. On your turn, you can take one additional action on top of your regular action and a possible bonus action. Once you use this feature, you must finish a short or long rest before you can use it again. Starting at 17th level, you can use it twice before a rest, but only once on the same turn.]",,action-surge-1-use,2,Action Surge (1 use),,[],,,/api/features/action-surge-1-use
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[At 3rd level, you choose an archetype that you strive to emulate in your combat styles and techniques, such as Champion. The archetype you choose grants you features at 3rd level and again at 7th, 10th, 15th, and 18th level.]",,martial-archetype,3,Martial Archetype,,[],,,/api/features/martial-archetype
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[Beginning when you choose this archetype at 3rd level, your weapon attacks score a critical hit on a roll of 19 or 20.]",,improved-critical,3,Improved Critical,,[],,&{[index name url] map[index:champion name:Champion url:/api/subclasses/champion]},/api/features/improved-critical
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[When you reach 4th level, and again at 6th, 8th, 12th, 14th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,fighter-ability-score-improvement-1,4,Ability Score Improvement,,[],,,/api/features/fighter-ability-score-improvement-1
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[Beginning at 5th level, you can attack twice, instead of once, whenever you take the Attack action on your turn. The number of attacks increases to three when you reach 11th level in this class and to four when you reach 20th level in this class.]",,extra-attack-1,5,Extra Attack,,[],,,/api/features/extra-attack-1
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[When you reach 4th level, and again at 6th, 8th, 12th, 14th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,fighter-ability-score-improvement-2,6,Ability Score Improvement,,[],,,/api/features/fighter-ability-score-improvement-2
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[Starting at 7th level, you can add half your proficiency bonus (round up) to any Strength, Dexterity, or Constitution check you make that doesn't already use your proficiency bonus. In addition, when you make a running long jump, the distance you can cover increases by a number of feet equal to your Strength modifier.]",,remarkable-athlete,7,Remarkable Athlete,,[],,&{[index name url] map[index:champion name:Champion url:/api/subclasses/champion]},/api/features/remarkable-athlete
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[When you reach 4th level, and again at 6th, 8th, 12th, 14th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,fighter-ability-score-improvement-3,8,Ability Score Improvement,,[],,,/api/features/fighter-ability-score-improvement-3
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[Beginning at 9th level, you can reroll a saving throw that you fail. If you do so, you must use the new roll, and you can't use this feature again until you finish a long rest. You can use this feature twice between long rests starting at 13th level and three times between long rests starting at 17th level.]",,indomitable-1-use,9,Indomitable (1 use),,[],,,/api/features/indomitable-1-use
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[At 10th level, you can choose a second option from the Fighting Style class feature.]",&{[subfeature_options] map[subfeature_options:0x1400041d820]},additional-fighting-style,10,Additional Fighting Style,,[],,&{[index name url] map[index:champion name:Champion url:/api/subclasses/champion]},/api/features/additional-fighting-style
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[Beginning at 5th level, you can attack twice, instead of once, whenever you take the Attack action on your turn. The number of attacks increases to three when you reach 11th level in this class and to four when you reach 20th level in this class.]",,extra-attack-2,11,Extra Attack (2),,[],,,/api/features/extra-attack-2
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[When you reach 4th level, and again at 6th, 8th, 12th, 14th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,fighter-ability-score-improvement-4,12,Ability Score Improvement,,[],,,/api/features/fighter-ability-score-improvement-4
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[Beginning at 9th level, you can reroll a saving throw that you fail. If you do so, you must use the new roll, and you can't use this feature again until you finish a long rest. You can use this feature twice between long rests starting at 13th level and three times between long rests starting at 17th level.]",,indomitable-2-uses,13,Indomitable (2 uses),,[],,,/api/features/indomitable-2-uses
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[When you reach 4th level, and again at 6th, 8th, 12th, 14th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,fighter-ability-score-improvement-5,14,Ability Score Improvement,,[],,,/api/features/fighter-ability-score-improvement-5
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[Starting at 15th level, your weapon attacks score a critical hit on a roll of 18-20.]",,superior-critical,15,Superior Critical,,[],,&{[index name url] map[index:champion name:Champion url:/api/subclasses/champion]},/api/features/superior-critical
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[When you reach 4th level, and again at 6th, 8th, 12th, 14th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,fighter-ability-score-improvement-6,16,Ability Score Improvement,,[],,,/api/features/fighter-ability-score-improvement-6
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[Starting at 2nd level, you can push yourself beyond your normal limits for a moment. On your turn, you can take one additional action on top of your regular action and a possible bonus action. Once you use this feature, you must finish a short or long rest before you can use it again. Starting at 17th level, you can use it twice before a rest, but only once on the same turn.]",,action-surge-2-uses,17,Action Surge (2 uses),,[],,,/api/features/action-surge-2-uses
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[Beginning at 9th level, you can reroll a saving throw that you fail. If you do so, you must use the new roll, and you can't use this feature again until you finish a long rest. You can use this feature twice between long rests starting at 13th level and three times between long rests starting at 17th level.]",,indomitable-3-uses,17,Indomitable (3 uses),,[],,,/api/features/indomitable-3-uses
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[At 18th level, you attain the pinnacle of resilience in battle. At the start of each of your turns, you regain hit points equal to 5 + your Constitution modifier if you have no more than half of your hit points left. You don't gain this benefit if you have 0 hit points.]",,survivor,18,Survivor,,[],,&{[index name url] map[index:champion name:Champion url:/api/subclasses/champion]},/api/features/survivor
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[When you reach 4th level, and again at 6th, 8th, 12th, 14th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,fighter-ability-score-improvement-7,19,Ability Score Improvement,,[],,,/api/features/fighter-ability-score-improvement-7
&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},"[Beginning at 5th level, you can attack twice, instead of once, whenever you take the Attack action on your turn. The number of attacks increases to three when you reach 11th level in this class and to four when you reach 20th level in this class.]",,extra-attack-3,20,Extra Attack (3),,[],,,/api/features/extra-attack-3
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[Beginning at 1st level, while you are wearing no armor and not wielding a shield, your AC equals 10 + your Dexterity modifier + your Wisdom modifier.]",,monk-unarmored-defense,1,Unarmored Defense,,[],,,/api/features/monk-unarmored-defense
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[At 1st level, your practice of martial arts gives you mastery of combat styles that use unarmed strikes and monk weapons, which are shortswords and any simple melee weapons that don't have the two- handed or heavy property. You gain the following benefits while you are unarmed or wielding only monk weapons and you aren't wearing armor or wielding a shield: - You can use Dexterity instead of Strength for the attack and damage rolls of your unarmed strikes and monk weapons. - You can roll a d4 in place of the normal damage of your unarmed strike or monk weapon. This die changes as you gain monk levels, as shown in the Martial Arts column of Table: The Monk. - When you use the Attack action with an unarmed strike or a monk weapon on your turn, you can make one unarmed strike as a bonus action. For example, if you take the Attack action and attack with a quarterstaff, you can also make an unarmed strike as a bonus action, assuming you haven't already taken a bonus action this turn. Certain monasteries use specialized forms of the monk weapons. For example, you might use a club that is two lengths of wood connected by a short chain (called a nunchaku) or a sickle with a shorter, straighter blade (called a kama). Whatever name you use for a monk weapon, you can use the game statistics provided for the weapon.]",,martial-arts,1,Martial Arts,,[],,,/api/features/martial-arts
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[Starting at 2nd level, your training allows you to harness the mystic energy of ki. Your access to this energy is represented by a number of ki points. Your monk level determines the number of points you have, as shown in the Ki Points column of Table: The Monk. You can spend these points to fuel various ki features. You start knowing three such features: Flurry of Blows, Patient Defense, and Step of the Wind. You learn more ki features as you gain levels in this class. When you spend a ki point, it is unavailable until you finish a short or long rest, at the end of which you draw all of your expended ki back into yourself. You must spend at least 30 minutes of the rest meditating to regain your ki points. Some of your ki features require your target to make a saving throw to resist the feature's effects. The saving throw DC is calculated as follows: Ki save DC = 8 + your proficiency bonus + your Wisdom modifier]",,ki,2,Ki,,[],,,/api/features/ki
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[Immediately after you take the Attack action on your turn, you can spend 1 ki point to make two unarmed strikes as a bonus action.]",,flurry-of-blows,2,Flurry of Blows,,[],,,/api/features/flurry-of-blows
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},[You can spend 1 ki point to take the Dodge action as a bonus action on your turn.],,patient-defense,2,Patient Defense,,[],,,/api/features/patient-defense
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[You can spend 1 ki point to take the Disengage or Dash action as a bonus action on your turn, and your jump distance is doubled for the turn.]",,step-of-the-wind,2,Step of the Wind,,[],,,/api/features/step-of-the-wind
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[Starting at 2nd level, your speed increases by 10 feet while you are not wearing armor or wielding a shield. This bonus increases when you reach certain monk levels, as shown in Table: The Monk. At 9th level, you gain the ability to move along vertical surfaces and across liquids on your turn without falling during the move.]",,unarmored-movement-1,2,Unarmored Movement,,[],,,/api/features/unarmored-movement-1
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[When you reach 3rd level, you commit yourself to a monastic tradition, such as the Way of the Open Hand. Your tradition grants you features at 3rd level and again at 6th, 11th, and 17th level.]",,monastic-tradition,3,Monastic Tradition,,[],,,/api/features/monastic-tradition
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[Starting at 3rd level, you can use your reaction to deflect or catch the missile when you are hit by a ranged weapon attack. When you do so, the damage you take from the attack is reduced by 1d10 + your Dexterity modifier + your monk level. If you reduce the damage to 0, you can catch the missile if it is small enough for you to hold in one hand and you have at least one hand free. If you catch a missile in this way, you can spend 1 ki point to make a ranged attack with the weapon or piece of ammunition you just caught, as part of the same reaction. You make this attack with proficiency, regardless of your weapon proficiencies, and the missile counts as a monk weapon for the attack, which has a normal range of 20 feet and a long range of 60 feet.]",,deflect-missiles,3,Deflect Missiles,,[],,,/api/features/deflect-missiles
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[Starting when you choose this tradition at 3rd level, you can manipulate your enemy's ki when you harness your own. Whenever you hit a creature with one of the attacks granted by your Flurry of Blows, you can impose one of the following effects on that target: - It must succeed on a Dexterity saving throw or be knocked prone. - It must make a Strength saving throw. If it fails, you can push it up to 15 feet away from you. - It can't take reactions until the end of your next turn.]",,open-hand-technique,3,Open Hand Technique,,[],,&{[index name url] map[index:open-hand name:Open Hand url:/api/subclasses/open-hand]},/api/features/open-hand-technique
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,monk-ability-score-improvement-1,4,Ability Score Improvement,,[],,,/api/features/monk-ability-score-improvement-1
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[Beginning at 4th level, you can use your reaction when you fall to reduce any falling damage you take by an amount equal to five times your monk level.]",,slow-fall,4,Slow Fall,,[],,,/api/features/slow-fall
